Name,GPU Name,Architecture,Foundry,Process Size,Transistor Count,Die Size,Release Date,Generation,Base Clock,Boost Clock,Memory Clock,Memory Size,Memory Type,Memory Bus,Memory Bandwidth,Shading Units,TMUs,ROPs,Compute Units,L0 Cache,L1 Cache,L2 Cache,L3 Cache,Pixel Rate,Texture Rate,Floating Point Performance 32-bit,Floating Point Performance 64-bit,TDP,DirectX,OpenGL,Vulkan,Shader Model,SMM Count,SM Count,Tensor Cores,RT Cores
Arc Pro A30M,DG2-128,Generation 12.7,TSMC,6.0,7200000.0,157.0,2022-08-08 00:00:00,Alchemist,1500.0,2000.0,2000.0,4096.0,DDR6,64.0,128.0,1024.0,64.0,32.0,,,,4.0,,64.0,128.0,4096.0,1.024,50.0,12 Ultimate,4.6,1.3,6.0,,,128.0,"8.0"
Iris Xe Graphics 80EU Mobile,Alder Lake GT1,Generation 12.2,Intel,10.0,,,2022-01-04 00:00:00,HD Graphics-M,300.0,1200.0,,,shared,,,640.0,40.0,20.0,,,,1.0,12.0,24.0,48.0,1536.0,384.0,45.0,12,4.6,1.3,6.0,,,,
Iris Xe Graphics 96EU Mobile,Alder Lake GT1,Generation 12.2,Intel,10.0,,,2022-01-04 00:00:00,HD Graphics-M,300.0,1400.0,,,shared,,,768.0,48.0,24.0,,,,1.0,16.0,33.6,67.2,2150.0,537.6,45.0,12,4.6,1.3,6.0,,,,
UHD Graphics 16EU Mobile,Alder Lake GT1,Generation 12.2,Intel,10.0,,,2022-01-04 00:00:00,HD Graphics-M,300.0,1200.0,,,shared,,,128.0,8.0,4.0,,,,1.0,8.0,4.8,9.6,307.2,76.8,15.0,12,4.6,1.3,6.0,,,,
UHD Graphics 24EU Mobile,Alder Lake GT1,Generation 12.2,Intel,10.0,,,2022-01-04 00:00:00,HD Graphics-M,300.0,1200.0,,,shared,,,192.0,12.0,6.0,,,,1.0,8.0,7.2,14.4,460.8,115.2,15.0,12,4.6,1.3,6.0,,,,
UHD Graphics 48EU Mobile,Alder Lake GT1,Generation 12.2,Intel,10.0,,,2022-01-04 00:00:00,HD Graphics-M,300.0,1150.0,,,shared,,,384.0,24.0,12.0,,,,1.0,8.0,13.8,27.6,883.2,220.8,45.0,12,4.6,1.3,6.0,,,,
UHD Graphics 64EU Mobile,Alder Lake GT1,Generation 12.2,Intel,10.0,,,2022-01-04 00:00:00,HD Graphics-M,300.0,1400.0,,,shared,,,512.0,32.0,16.0,,,,1.0,10.0,22.4,44.8,1.434,358.4,45.0,12,4.6,1.3,6.0,,,,
UHD Graphics 770 Mobile,Alder Lake GT1,Generation 12.2,Intel,10.0,,,2022-01-04 00:00:00,HD Graphics-M,300.0,1500.0,,,shared,,,256.0,16.0,8.0,,,,1.0,8.0,12.0,24.0,768.0,192.0,45.0,12,4.6,1.3,6.0,,,,
GeForce RTX 3050 Max-Q Refresh 4 GB,GA107,Ampere,Samsung,8.0,8700000.0,200.0,2022-07-06 00:00:00,GeForce 30 Mobile,757.0,1125.0,1375.0,4096.0,DDR6,128.0,176.0,2048.0,64.0,32.0,,,128.0,2.0,,36.0,72.0,4608.0,72.0,35.0,12 Ultimate,4.6,1.3,6.0,,16.0,64.0,"16.0"
GeForce RTX 3050 Max-Q Refresh 6 GB,GA107,Ampere,Samsung,8.0,8700000.0,200.0,2022-07-06 00:00:00,GeForce 30 Mobile,622.0,990.0,1375.0,6144.0,DDR6,96.0,132.0,2560.0,80.0,32.0,,,128.0,2.0,,31.68,79.2,5069.0,79.2,35.0,12 Ultimate,4.6,1.3,6.0,,20.0,80.0,"20.0"
GeForce RTX 3050 Mobile Refresh 4 GB,GA107,Ampere,Samsung,8.0,8700000.0,200.0,2022-07-06 00:00:00,GeForce 30 Mobile,652.0,1207.0,1750.0,4096.0,DDR6,128.0,224.0,2560.0,80.0,32.0,,,128.0,2.0,,38.62,96.56,6180.0,96.56,45.0,12 Ultimate,4.6,1.3,6.0,,20.0,80.0,"20.0"
GeForce RTX 3050 Mobile Refresh 6 GB,GA107,Ampere,Samsung,8.0,8700000.0,200.0,2022-07-06 00:00:00,GeForce 30 Mobile,1237.0,1492.0,1750.0,6144.0,DDR6,96.0,168.0,2560.0,80.0,32.0,,,128.0,2.0,,47.74,119.4,7639.0,119.4,75.0,12 Ultimate,4.6,1.3,6.0,,20.0,80.0,"20.0"
GeForce RTX 3070 Ti Max-Q,GA104,Ampere,Samsung,8.0,17400000.0,392.0,2022-01-04 00:00:00,GeForce 30 Mobile,510.0,1035.0,1500.0,8192.0,DDR6,256.0,384.0,5888.0,184.0,96.0,,,128.0,4.0,,99.36,190.4,12190.0,190.4,80.0,12 Ultimate,4.6,1.3,6.0,,46.0,184.0,"46.0"
GeForce RTX 3070 Ti Mobile,GA104,Ampere,Samsung,8.0,17400000.0,392.0,2022-01-04 00:00:00,GeForce 30 Mobile,915.0,1410.0,1750.0,8192.0,DDR6,256.0,448.0,5888.0,184.0,96.0,,,128.0,4.0,,135.4,259.4,16600.0,259.4,115.0,12 Ultimate,4.6,1.3,6.0,,46.0,184.0,"46.0"
GeForce RTX 3080 Ti Max-Q,GA103,Ampere,Samsung,8.0,22000000.0,496.0,2022-01-25 00:00:00,GeForce 30 Mobile,585.0,1125.0,1500.0,16384.0,DDR6,256.0,384.0,7424.0,232.0,96.0,,,128.0,4.0,,108.0,261.0,16700.0,261.0,80.0,12 Ultimate,4.6,1.3,6.0,,58.0,232.0,"58.0"
GeForce RTX 3080 Ti Mobile,GA103,Ampere,Samsung,8.0,22000000.0,496.0,2022-01-25 00:00:00,GeForce 30 Mobile,810.0,1260.0,2000.0,16384.0,DDR6,256.0,512.0,7424.0,232.0,96.0,,,128.0,4.0,,121.0,292.3,18710.0,292.3,115.0,12 Ultimate,4.6,1.3,6.0,,58.0,232.0,"58.0"
RTX A1000 Embedded,GA107S,Ampere,Samsung,8.0,8700000.0,200.0,2022-03-30 00:00:00,Quadro Ampere-M,630.0,1140.0,1750.0,4096.0,DDR6,128.0,224.0,2048.0,64.0,32.0,,,128.0,2.0,,36.48,72.96,4669.0,72.96,35.0,12 Ultimate,4.6,1.3,6.0,,16.0,64.0,"16.0"
RTX A1000 Mobile,GA107,Ampere,Samsung,8.0,8700000.0,200.0,2022-03-30 00:00:00,Quadro Ampere-M,630.0,1140.0,1375.0,4096.0,DDR6,128.0,176.0,2048.0,64.0,32.0,,,128.0,2.0,,36.48,72.96,4669.0,72.96,60.0,12 Ultimate,4.6,1.3,6.0,,16.0,64.0,"16.0"
RTX A1000 Mobile 6 GB,GA107,Ampere,Samsung,8.0,8700000.0,200.0,2022-03-30 00:00:00,Quadro Ampere-M,652.0,1140.0,1375.0,6144.0,DDR6,96.0,132.0,2560.0,80.0,32.0,,,128.0,2.0,,36.48,91.2,5837.0,91.2,60.0,12 Ultimate,4.6,1.3,6.0,,20.0,80.0,"20.0"
RTX A2000 Embedded,GA107,Ampere,Samsung,8.0,8700000.0,200.0,2022-03-30 00:00:00,Quadro Ampere-M,607.0,1177.0,1500.0,4096.0,DDR6,128.0,192.0,2560.0,80.0,32.0,,,128.0,2.0,,37.66,94.16,6026.0,94.16,35.0,12 Ultimate,4.6,1.3,6.0,,20.0,80.0,"20.0"
RTX A3000 Mobile 12 GB,GA104,Ampere,Samsung,8.0,17400000.0,392.0,2022-03-22 00:00:00,Quadro Ampere-M,855.0,1440.0,1750.0,12288.0,DDR6,192.0,336.0,4096.0,128.0,64.0,,,128.0,4.0,,92.16,184.3,11800.0,184.3,115.0,12 Ultimate,4.6,1.3,6.0,,32.0,128.0,"32.0"
RTX A4500 Embedded,GA104,Ampere,Samsung,8.0,17400000.0,392.0,2022-03-30 00:00:00,Quadro Ampere-M,510.0,1215.0,1500.0,16384.0,DDR6,256.0,384.0,5888.0,184.0,96.0,,,128.0,4.0,,116.6,223.6,14310.0,223.6,80.0,12 Ultimate,4.6,1.3,6.0,,46.0,184.0,"46.0"
RTX A4500 Max-Q,GA104,Ampere,Samsung,8.0,17400000.0,392.0,2022-03-22 00:00:00,Quadro Ampere-M,510.0,1215.0,1750.0,16384.0,DDR6,256.0,448.0,5888.0,184.0,96.0,,,128.0,4.0,,116.6,223.6,14310.0,223.6,80.0,12 Ultimate,4.6,1.3,6.0,,46.0,184.0,"46.0"
RTX A4500 Mobile,GA104,Ampere,Samsung,8.0,17400000.0,392.0,2022-03-22 00:00:00,Quadro Ampere-M,930.0,1500.0,2000.0,16384.0,DDR6,256.0,512.0,5888.0,184.0,96.0,,,128.0,4.0,,144.0,276.0,17660.0,276.0,140.0,12 Ultimate,4.6,1.3,6.0,,46.0,184.0,"46.0"
RTX A500 Embedded,GA107S,Ampere,Samsung,8.0,8700000.0,200.0,2022-03-30 00:00:00,Quadro Ampere-M,435.0,1335.0,1500.0,4096.0,DDR6,64.0,96.0,2048.0,64.0,32.0,,,128.0,2.0,,42.72,85.44,5468.0,85.44,20.0,12 Ultimate,4.6,1.3,6.0,,16.0,64.0,"16.0"
RTX A500 Mobile,GA107S,Ampere,Samsung,8.0,8700000.0,200.0,2022-03-22 00:00:00,Quadro Ampere-M,832.0,1537.0,1500.0,4096.0,DDR6,64.0,96.0,2048.0,64.0,32.0,,,128.0,2.0,,49.18,98.37,6296.0,98.37,,12 Ultimate,4.6,1.3,6.0,,16.0,64.0,"16.0"
RTX A5500 Max-Q,GA103,Ampere,Samsung,8.0,22000000.0,496.0,2022-03-22 00:00:00,Quadro Ampere-M,585.0,1260.0,1750.0,16384.0,DDR6,256.0,448.0,7424.0,232.0,96.0,,,128.0,4.0,,121.0,292.3,18710.0,292.3,80.0,12 Ultimate,4.6,1.3,6.0,,58.0,232.0,"58.0"
RTX A5500 Mobile,GA103,Ampere,Samsung,8.0,22000000.0,496.0,2022-03-22 00:00:00,Quadro Ampere-M,975.0,1500.0,2000.0,16384.0,DDR6,256.0,512.0,7424.0,232.0,96.0,,,128.0,4.0,,144.0,348.0,22270.0,348.0,165.0,12 Ultimate,4.6,1.3,6.0,,58.0,232.0,"58.0"
T550 Mobile,TU117,Turing,TSMC,12.0,4700000.0,200.0,2022-05-01 00:00:00,Quadro Turing-M,1065.0,1665.0,1500.0,4096.0,DDR6,64.0,96.0,1024.0,64.0,32.0,,,64.0,1.0,,53.28,106.6,3410.0,106.6,23.0,12,4.6,1.3,6.0,,16.0,,
Radeon Graphics 384SP Mobile,Cezanne-M,GCN 5.1,TSMC,7.0,9800000.0,180.0,2021-04-13 00:00:00,Vega II IGP,300.0,1600.0,,,shared,,,384.0,24.0,8.0,6.0,,,,,12.8,38.4,1.229,76.8,45.0,12,4.6,1.3,6.0,,,,
Radeon Graphics 448SP Mobile,Cezanne-M,GCN 5.1,TSMC,7.0,9800000.0,180.0,2021-04-13 00:00:00,Vega II IGP,300.0,1800.0,,,shared,,,448.0,28.0,8.0,7.0,,,,,14.4,50.4,1613.0,100.8,45.0,12,4.6,1.3,6.0,,,,
Radeon Graphics 448SP Mobile,Lucienne,GCN 5.1,TSMC,7.0,9800000.0,156.0,2021-01-12 00:00:00,Vega II IGP,300.0,1800.0,,,shared,,,448.0,28.0,8.0,7.0,,,,,14.4,50.4,1613.0,100.8,25.0,12,4.6,1.3,6.0,,,,
Radeon Graphics 512SP Mobile,Cezanne-M,GCN 5.1,TSMC,7.0,9800000.0,180.0,2021-01-12 00:00:00,Vega II IGP,300.0,2000.0,,,shared,,,512.0,32.0,8.0,8.0,,,,,16.0,64.0,2048.0,128.0,45.0,12,4.6,1.3,6.0,,,,
Radeon Graphics 512SP Mobile,Lucienne,GCN 5.1,TSMC,7.0,9800000.0,156.0,2021-01-12 00:00:00,Vega II IGP,300.0,1900.0,,,shared,,,512.0,32.0,8.0,8.0,,,,,15.2,60.8,1946.0,121.6,25.0,12,4.6,1.3,6.0,,,,
Radeon Pro W6600M,Navi 23,RDNA 2.0,TSMC,7.0,11060000.0,237.0,2021-06-08 00:00:00,Radeon Pro Mobile,1224.0,2034.0,1750.0,8192.0,DDR6,128.0,224.0,1792.0,112.0,64.0,28.0,32.0,128.0,2.0,32.0,130.2,227.8,7290.0,455.6,90.0,12 Ultimate,4.6,1.3,6.0,,,,"28.0"
Radeon RX 6600M,Navi 23,RDNA 2.0,TSMC,7.0,11060000.0,237.0,2021-05-31 00:00:00,Navi Mobile,2068.0,2416.0,1750.0,8192.0,DDR6,128.0,224.0,1792.0,112.0,64.0,28.0,32.0,128.0,2.0,32.0,154.6,270.6,8659.0,541.2,100.0,12 Ultimate,4.6,1.3,6.0,,,,"28.0"
Radeon RX 6700M,Navi 22,RDNA 2.0,TSMC,7.0,17200000.0,335.0,2021-05-31 00:00:00,Navi Mobile,1489.0,2400.0,2000.0,10240.0,DDR6,160.0,320.0,2304.0,144.0,64.0,36.0,32.0,128.0,3.0,80.0,153.6,345.6,11060.0,691.2,135.0,12 Ultimate,4.6,1.3,6.0,,,,"36.0"
Radeon RX 6800M,Navi 22,RDNA 2.0,TSMC,7.0,17200000.0,335.0,2021-05-31 00:00:00,Navi Mobile,2116.0,2390.0,2000.0,12288.0,DDR6,192.0,384.0,2560.0,160.0,64.0,40.0,32.0,128.0,3.0,96.0,153.0,382.4,12240.0,764.8,145.0,12 Ultimate,4.6,1.3,6.0,,,,"40.0"
UHD Graphics 16EU Mobile,Tiger Lake GT1,Generation 12.1,Intel,10.0,,,2021-01-01 00:00:00,HD Graphics-M,350.0,1450.0,,,shared,,,128.0,8.0,4.0,,,,,,5.8,11.6,371.2,92.8,15.0,12,4.6,1.3,6.0,,,,
UHD Graphics 16EU Mobile,Jasper Lake GT1,Generation 11.0,Intel,10.0,,,2021-01-11 00:00:00,HD Graphics-T,350.0,750.0,,,shared,,,128.0,8.0,4.0,,,,,,3.0,6.0,192.0,48.0,10.0,12,4.6,1.3,6.0,,,,
UHD Graphics 24EU Mobile,Jasper Lake GT1,Generation 11.0,Intel,10.0,,,2021-01-11 00:00:00,HD Graphics-T,350.0,800.0,,,shared,,,192.0,12.0,6.0,,,,,,4.8,9.6,307.2,76.8,10.0,12,4.6,1.3,6.0,,,,
UHD Graphics 32EU Mobile,Jasper Lake GT1,Generation 11.0,Intel,10.0,,,2021-01-11 00:00:00,HD Graphics-T,350.0,850.0,,,shared,,,256.0,16.0,8.0,,,,,,6.8,13.6,435.2,108.8,10.0,12,4.6,1.3,6.0,,,,
UHD Graphics 32EU Mobile,Tiger Lake GT1,Generation 12.1,Intel,10.0,,,2021-01-01 00:00:00,HD Graphics-M,350.0,1350.0,,,shared,,,256.0,16.0,8.0,,,,,,10.8,21.6,691.2,172.8,15.0,12,4.6,1.3,6.0,,,,
GeForce MX550,TU117SB,Turing,TSMC,12.0,4700000.0,200.0,2021-12-17 00:00:00,GeForce MX,1065.0,1320.0,1500.0,2048.0,DDR6,64.0,96.0,1024.0,32.0,16.0,,,128.0,2.0,,21.12,42.24,2703.0,42.24,25.0,12,4.6,1.3,6.0,,16.0,,
GeForce MX570,GA107S,Ampere,Samsung,8.0,8700000.0,200.0,2021-12-17 00:00:00,GeForce MX,832.0,1155.0,1500.0,2048.0,DDR6,64.0,96.0,2048.0,64.0,32.0,,,128.0,2.0,,36.96,73.92,4731.0,73.92,15.0,12 Ultimate,4.6,1.3,6.0,,16.0,64.0,"16.0"
GeForce MX570 A,GA107SB,Ampere,Samsung,8.0,8700000.0,200.0,2021-12-17 00:00:00,GeForce MX,832.0,1155.0,1500.0,2048.0,DDR6,64.0,96.0,2048.0,64.0,32.0,,,128.0,2.0,,36.96,73.92,4731.0,73.92,25.0,12 Ultimate,4.6,1.3,6.0,,16.0,64.0,"16.0"
GeForce RTX 2050 Max-Q,GA107,Ampere,Samsung,8.0,8700000.0,200.0,2021-12-17 00:00:00,GeForce 20 Mobile,832.0,1155.0,1475.0,4096.0,DDR6,64.0,94.4,2048.0,64.0,32.0,,,64.0,2.0,,36.96,73.92,4731.0,147.8,30.0,12 Ultimate,4.6,1.3,6.0,,16.0,64.0,"32.0"
GeForce RTX 2050 Mobile,GA107,Ampere,Samsung,8.0,8700000.0,200.0,2021-12-17 00:00:00,GeForce 20 Mobile,735.0,1245.0,1750.0,4096.0,DDR6,64.0,112.0,2048.0,64.0,32.0,,,64.0,2.0,,39.84,79.68,5100.0,159.4,30.0,12 Ultimate,4.6,1.3,6.0,,16.0,64.0,"32.0"
GeForce RTX 3050 Max-Q,GA107,Ampere,Samsung,8.0,8700000.0,200.0,2021-05-11 00:00:00,GeForce 30 Mobile,712.0,1057.0,1375.0,4096.0,DDR6,128.0,176.0,2048.0,64.0,32.0,,,128.0,2.0,,33.82,67.65,4329.0,67.65,35.0,12 Ultimate,4.6,1.3,6.0,,16.0,64.0,"16.0"
GeForce RTX 3050 Mobile,GA107,Ampere,Samsung,8.0,8700000.0,200.0,2021-05-11 00:00:00,GeForce 30 Mobile,1065.0,1343.0,1500.0,4096.0,DDR6,128.0,192.0,2048.0,64.0,32.0,,,128.0,2.0,,42.98,85.95,5501.0,85.95,45.0,12 Ultimate,4.6,1.3,6.0,,16.0,64.0,"16.0"
GeForce RTX 3050 Ti Max-Q,GA107,Ampere,Samsung,8.0,8700000.0,200.0,2021-05-11 00:00:00,GeForce 30 Mobile,735.0,1035.0,1375.0,4096.0,DDR6,128.0,176.0,2560.0,80.0,32.0,,,128.0,2.0,,33.12,82.8,5299.0,82.8,75.0,12 Ultimate,4.6,1.3,6.0,,20.0,80.0,"20.0"
GeForce RTX 3050 Ti Mobile,GA107,Ampere,Samsung,8.0,8700000.0,200.0,2021-05-11 00:00:00,GeForce 30 Mobile,735.0,1035.0,1500.0,4096.0,DDR6,128.0,192.0,2560.0,80.0,32.0,,,128.0,2.0,,33.12,82.8,5299.0,82.8,75.0,12 Ultimate,4.6,1.3,6.0,,20.0,80.0,"20.0"
GeForce RTX 3050 Ti Mobile,GA106,Ampere,Samsung,8.0,12000000.0,276.0,2021-05-11 00:00:00,GeForce 30 Mobile,735.0,1035.0,1500.0,4096.0,DDR6,128.0,192.0,2560.0,80.0,32.0,,,128.0,2.0,,33.12,82.8,5299.0,82.8,75.0,12 Ultimate,4.6,1.3,6.0,,20.0,80.0,"20.0"
GeForce RTX 3060 Max-Q,GA106,Ampere,Samsung,8.0,12000000.0,276.0,2021-01-12 00:00:00,GeForce 30 Mobile,817.0,1282.0,1500.0,6144.0,DDR6,192.0,288.0,3840.0,120.0,48.0,,,128.0,3.0,,61.54,153.8,9846.0,153.8,60.0,12 Ultimate,4.6,1.3,6.0,,30.0,120.0,"30.0"
GeForce RTX 3060 Mobile,GA106,Ampere,Samsung,8.0,12000000.0,276.0,2021-01-12 00:00:00,GeForce 30 Mobile,900.0,1425.0,1750.0,6144.0,DDR6,192.0,336.0,3840.0,120.0,48.0,,,128.0,3.0,,68.4,171.0,10940.0,171.0,80.0,12 Ultimate,4.6,1.3,6.0,,30.0,120.0,"30.0"
GeForce RTX 3070 Max-Q,GA104,Ampere,Samsung,8.0,17400000.0,392.0,2021-01-12 00:00:00,GeForce 30 Mobile,780.0,1290.0,1500.0,8192.0,DDR6,256.0,384.0,5120.0,160.0,80.0,,,128.0,4.0,,103.2,206.4,13210.0,206.4,80.0,12 Ultimate,4.6,1.3,6.0,,40.0,160.0,"40.0"
GeForce RTX 3070 Mobile,GA104,Ampere,Samsung,8.0,17400000.0,392.0,2021-01-12 00:00:00,GeForce 30 Mobile,1110.0,1560.0,1750.0,8192.0,DDR6,256.0,448.0,5120.0,160.0,80.0,,,128.0,4.0,,124.8,249.6,15970.0,249.6,115.0,12 Ultimate,4.6,1.3,6.0,,40.0,160.0,"40.0"
GeForce RTX 3080 Max-Q,GA104,Ampere,Samsung,8.0,17400000.0,392.0,2021-01-12 00:00:00,GeForce 30 Mobile,780.0,1245.0,1500.0,8192.0,DDR6,256.0,384.0,6144.0,192.0,96.0,,,128.0,4.0,,119.5,239.0,15300.0,239.0,80.0,12 Ultimate,4.6,1.3,6.0,,48.0,192.0,"48.0"
GeForce RTX 3080 Mobile,GA104,Ampere,Samsung,8.0,17400000.0,392.0,2021-01-12 00:00:00,GeForce 30 Mobile,1110.0,1545.0,1750.0,8192.0,DDR6,256.0,448.0,6144.0,192.0,96.0,,,128.0,4.0,,148.3,296.6,18980.0,296.6,115.0,12 Ultimate,4.6,1.3,6.0,,48.0,192.0,"48.0"
Quadro T1200 Max-Q,TU117,Turing,TSMC,12.0,4700000.0,200.0,2021-04-12 00:00:00,Quadro Turing-M,855.0,1425.0,1250.0,4096.0,DDR6,128.0,160.0,1024.0,64.0,32.0,,,64.0,1.0,,45.6,91.2,2918.0,91.2,18.0,12,4.6,1.3,6.0,,16.0,,
Quadro T1200 Mobile,TU117,Turing,TSMC,12.0,4700000.0,200.0,2021-04-12 00:00:00,Quadro Turing-M,1515.0,1785.0,1500.0,4096.0,DDR6,128.0,192.0,1024.0,64.0,32.0,,,64.0,1.0,,57.12,114.2,3656.0,114.2,18.0,12,4.6,1.3,6.0,,16.0,,
RTX A2000 Max-Q,GA106,Ampere,Samsung,8.0,12000000.0,276.0,2021-04-12 00:00:00,Quadro Ampere-M,682.0,1207.0,1375.0,4096.0,DDR6,128.0,176.0,2560.0,80.0,48.0,,,128.0,2.0,,57.94,96.56,6180.0,96.56,95.0,12 Ultimate,4.6,1.3,6.0,,20.0,80.0,"20.0"
RTX A2000 Mobile,GA106,Ampere,Samsung,8.0,12000000.0,276.0,2021-04-12 00:00:00,Quadro Ampere-M,1215.0,1687.0,1500.0,4096.0,DDR6,128.0,192.0,2560.0,80.0,48.0,,,128.0,2.0,,80.98,135.0,8637.0,135.0,95.0,12 Ultimate,4.6,1.3,6.0,,20.0,80.0,"20.0"
RTX A3000 Mobile,GA104,Ampere,Samsung,8.0,17400000.0,392.0,2021-04-12 00:00:00,Quadro Ampere-M,600.0,1230.0,1375.0,6144.0,DDR6,192.0,264.0,4096.0,128.0,64.0,,,128.0,4.0,,78.72,157.4,10080.0,157.4,70.0,12 Ultimate,4.6,1.3,6.0,,32.0,128.0,"32.0"
RTX A3000 Mobile 12 GB,GA104,Ampere,Samsung,8.0,17400000.0,392.0,2021-04-12 00:00:00,Quadro Ampere-M,495.0,1170.0,1750.0,12288.0,DDR6,192.0,336.0,4096.0,128.0,64.0,,,128.0,4.0,,74.88,149.8,9585.0,149.8,70.0,12 Ultimate,4.6,1.3,6.0,,32.0,128.0,"32.0"
RTX A4 Mobile,GA107,Ampere,Samsung,8.0,8700000.0,200.0,2021-04-12 00:00:00,Quadro Ampere-M,1297.0,1770.0,1750.0,4096.0,DDR6,128.0,224.0,2048.0,64.0,32.0,,,128.0,2.0,,56.64,113.3,7250.0,113.3,,12 Ultimate,4.6,1.3,6.0,,16.0,64.0,"16.0"
RTX A4000 Max-Q,GA104,Ampere,Samsung,8.0,17400000.0,392.0,2021-04-12 00:00:00,Quadro Ampere-M,780.0,1395.0,1375.0,8192.0,DDR6,256.0,352.0,5120.0,160.0,80.0,,,128.0,4.0,,111.6,223.2,14280.0,223.2,80.0,12 Ultimate,4.6,1.3,6.0,,40.0,160.0,"40.0"
RTX A4000 Mobile,GA104,Ampere,Samsung,8.0,17400000.0,392.0,2021-04-12 00:00:00,Quadro Ampere-M,1140.0,1680.0,1500.0,8192.0,DDR6,256.0,384.0,5120.0,160.0,80.0,,,128.0,4.0,,134.4,268.8,17200.0,268.8,115.0,12 Ultimate,4.6,1.3,6.0,,40.0,160.0,"40.0"
RTX A5000 Max-Q,GA104,Ampere,Samsung,8.0,17400000.0,392.0,2021-04-12 00:00:00,Quadro Ampere-M,720.0,1350.0,1500.0,16384.0,DDR6,256.0,384.0,6144.0,192.0,96.0,,,128.0,4.0,,129.6,259.2,16590.0,259.2,80.0,12 Ultimate,4.6,1.3,6.0,,48.0,192.0,"48.0"
RTX A5000 Mobile,GA104,Ampere,Samsung,8.0,17400000.0,392.0,2021-04-12 00:00:00,Quadro Ampere-M,900.0,1575.0,1750.0,16384.0,DDR6,256.0,448.0,6144.0,192.0,96.0,,,128.0,4.0,,151.2,302.4,19350.0,302.4,150.0,12 Ultimate,4.6,1.3,6.0,,48.0,192.0,"48.0"
T600 Max-Q,TU117,Turing,TSMC,12.0,4700000.0,200.0,2021-04-12 00:00:00,Quadro Turing-M,930.0,1395.0,1250.0,4096.0,DDR6,128.0,160.0,896.0,56.0,32.0,,,64.0,1.0,,44.64,78.12,2500.0,78.12,40.0,12,4.6,1.3,6.0,,14.0,,
T600 Mobile,TU117,Turing,TSMC,12.0,4700000.0,200.0,2021-04-12 00:00:00,Quadro Turing-M,780.0,1410.0,1500.0,4096.0,DDR6,128.0,192.0,896.0,56.0,32.0,,,64.0,1.0,,45.12,78.96,2527.0,78.96,40.0,12,4.6,1.3,6.0,,14.0,,
Radeon Graphics 320SP Mobile,Renoir-M,GCN 5.1,TSMC,7.0,9800000.0,156.0,2020-01-06 00:00:00,Vega II IGP,400.0,1400.0,,,shared,,,320.0,20.0,8.0,5.0,,,,,11.2,28.0,896.0,56.0,15.0,12,4.6,1.3,6.0,,,,
Radeon Graphics 384SP Mobile,Renoir-M,GCN 5.1,TSMC,7.0,9800000.0,156.0,2020-01-06 00:00:00,Vega II IGP,400.0,1500.0,,,shared,,,384.0,24.0,8.0,6.0,,,,,12.0,36.0,1.152,72.0,15.0,12,4.6,1.3,6.0,,,,
Radeon Graphics 448SP Mobile,Renoir-M,GCN 5.1,TSMC,7.0,9800000.0,156.0,2020-01-06 00:00:00,Vega II IGP,400.0,1600.0,,,shared,,,448.0,28.0,8.0,7.0,,,,,12.8,44.8,1.434,89.6,15.0,12,4.6,1.3,6.0,,,,
Radeon Graphics 512SP Mobile,Renoir-M,GCN 5.1,TSMC,7.0,9800000.0,156.0,2020-03-07 00:00:00,Vega II IGP,400.0,1750.0,,,shared,,,512.0,32.0,8.0,8.0,,,,,14.0,56.0,1792.0,112.0,15.0,12,4.6,1.3,6.0,,,,
Radeon Pro 5600M,Navi 12,RDNA 1.0,TSMC,7.0,,,2020-06-15 00:00:00,Radeon Pro Mac,822.0,1144.0,770.0,8192.0,HBM2,2048.0,394.2,2560.0,160.0,64.0,40.0,,,4.0,,73.22,183.0,5857.0,366.1,50.0,12,4.6,1.3,6.0,,,,
Radeon Pro W5500M,Navi 14,RDNA 1.0,TSMC,7.0,6400000.0,158.0,2020-02-10 00:00:00,Radeon Pro Mobile,1448.0,1645.0,1750.0,4096.0,DDR6,128.0,224.0,1408.0,88.0,32.0,22.0,,,2.0,,52.64,144.8,4632.0,289.5,85.0,12,4.6,1.3,6.0,,,,
Radeon RX 5600M,Navi 10,RDNA 1.0,TSMC,7.0,10300000.0,251.0,2020-07-07 00:00:00,Navi Mobile,1035.0,1265.0,1500.0,6144.0,DDR6,192.0,288.0,2304.0,144.0,64.0,36.0,,,3.0,,80.96,182.2,5829.0,364.3,150.0,12,4.6,1.3,6.0,,,,
Radeon RX 5700M,Navi 10,RDNA 1.0,TSMC,7.0,10300000.0,251.0,2020-03-01 00:00:00,Navi Mobile,1465.0,1720.0,1500.0,8192.0,DDR6,256.0,384.0,2304.0,144.0,64.0,36.0,,,8.0,,110.1,247.7,7926.0,495.4,180.0,12,4.6,1.3,6.0,,,,
Radeon Vega 3 Mobile,Picasso-M,GCN 5.0,GlobalFoundries,12.0,4940000.0,210.0,2020-01-06 00:00:00,Vega IGP,300.0,1000.0,,,shared,,,192.0,12.0,4.0,3.0,,,,,4.0,12.0,384.0,24.0,15.0,12,4.6,1.3,6.0,,,,
Iris Plus Graphics G7 64EU Mobile,Ice Lake GT2,Generation 11.0,Intel,10.0,,,2020-05-04 00:00:00,HD Graphics-M,300.0,1050.0,,,shared,,,512.0,32.0,8.0,,,,,,8.4,33.6,1.075,268.8,15.0,12,4.6,1.3,6.0,,,,
