,Socket,Foundry,Process Size: ,Transistors,Die Size,Package,tJMax,Market,Production Status,Release Date,Part#,Frequency,Turbo Clock,Base Clock,Multiplier,Multiplier Unlocked,TDP,Codename,Generation,Memory Support,LPDDR4x Speed,Rated Speed,Memory Bus,ECC Memory,PCI-Express,# of Cores,# of Threads,SMP # CPUs: ,Integrated Graphics,Cache L1,Cache L2,Cache L3,LPDDR5 Speed,P-Core Base,E-Core Frequency,Configurable TDP,LPDDR5x Speed,Hybrid Cores,I/O Process Size,I/O Die Size,XDNA NPU,PPT,3D V-Cache,E-Core L1,E-Core L2,Chipset,Launch Price,DDR4 Speed,SoC Tile Process,I/O Tile Process,Graphics Tile Process,LP E-Core Boost,AI Boost NPU,Maximum Power,Secondary PCIe,LP E-Cores,Tertiary PCIe,Minimum Power,PL1,PL2,DDR5 Speed,PCH PCIe,Min. Assured Freq.,Max. Assured Freq.,tCaseMax,P-Core Boost 3.0,PL2 Tau Limit,Chipsets,Retail Availability,Bundled Cooler,E-Core L3,Maximum Memory,AI Boost NPU 4,Max Power,Packaged Memory,Memory Capacity,Cache L0-D,TDP-up Frequency,All-Core Turbo,Configurable TDP-up,Boost 3.0,TDP-down Frequency,Configurable TDP-down,LPDDR4 Speed,Base Die Process,Base Die Transistors,Base Die Size,All Core Turbo,Bus Speed,TDP-Down Freq.,LPDDR3 Speed,TDP-Down Frequency,MSRP,TDP Range,eDRAM Process Size,eDRAM Die Size,Cache L4,TDP-Up Freq.,TDP-down,Radeon Graphics Die Size,Dedicated Graphics,DDR3L Speed,DMI Bus Speed,Voltage,Core Pipeline,Announcement
107,AMD Socket FP7,TSMC,4 nm,"25,000 million",178 mm²,"FP7, FP7r2",100°C,Server/Workstation,Active,"Apr 16th, 2024",100-000001315,4.3 GHz,up to 5 GHz,100 MHz,43.0x,No,45 W,Hawk Point,Ryzen 5,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",6,12,1,Radeon 760M,64 KB (per core),1 MB (per core),16 MB (shared),,,,35-54 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,AMD Socket FP7,TSMC,4 nm,"25,000 million",178 mm²,"FP7, FP7r2",100°C,Server/Workstation,Active,"Apr 16th, 2024",100-000001353,3.3 GHz,up to 5.1 GHz,100 MHz,33.0x,No,28 W,Hawk Point,Ryzen 7,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",8,16,1,Radeon 780M,64 KB (per core),1 MB (per core),16 MB (shared),,,,20-30 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,AMD Socket FP7,TSMC,4 nm,"25,000 million",178 mm²,"FP7, FP7r2",100°C,Server/Workstation,Active,"Apr 16th, 2024",100-000001317,3.3 GHz,up to 5.1 GHz,100 MHz,33.0x,No,28 W,Hawk Point,Ryzen 7,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",8,16,1,Radeon 780M,64 KB (per core),1 MB (per core),16 MB (shared),,,,15-30 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,AMD Socket FP7,TSMC,4 nm,"25,000 million",178 mm²,"FP7, FP7r2",100°C,Server/Workstation,Active,"Apr 16th, 2024",100-000001316,3.8 GHz,up to 5.1 GHz,100 MHz,38.0x,No,45 W,Hawk Point,Ryzen 7,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",8,16,1,Radeon 780M,64 KB (per core),1 MB (per core),16 MB (shared),,,,35-54 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,AMD Socket FP7,TSMC,4 nm,"25,000 million",178 mm²,"FP7, FP7r2",100°C,Server/Workstation,Active,"Apr 16th, 2024",100-000001314,4 GHz,up to 5.2 GHz,100 MHz,40.0x,No,45 W,Hawk Point,Ryzen 9,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",8,16,1,Radeon 780M,64 KB (per core),1 MB (per core),16 MB (shared),,,,35-54 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,AMD Socket FP8,TSMC,4 nm,,,FP8,100°C,Mobile,Active,Jul 2024,100-000001530,2000 MHz,up to 5 GHz,100 MHz,20.0x,No,28 W,Strix Point,Ryzen AI 9,DDR5,,5600 MT/s,Dual-channel,No,"Gen 4, 16 Lanes",10,20,1,Radeon 880M,80 KB (per core),1 MB (per core),16 MB,,,1400 MHz,15-54 W,7500 MT/s,4 + 6,,,50 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,AMD Socket FP8,TSMC,4 nm,,,FP8,100°C,Mobile,Active,Jul 2024,100-000000994,2000 MHz,up to 5.1 GHz,100 MHz,20.0x,No,28 W,Strix Point,Ryzen AI 9,DDR5,,5600 MT/s,Dual-channel,No,"Gen 4, 16 Lanes",12,24,1,Radeon 890M,80 KB (per core),1 MB (per core),16 MB,,,1400 MHz,15-54 W,7500 MT/s,4 + 8,,,50 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,AMD Socket FP8,TSMC,4 nm,,,FP8,100°C,Mobile,Active,Jul 2024,100-000001682,2000 MHz,up to 5.1 GHz,100 MHz,20.0x,No,28 W,Strix Point,Ryzen AI 9,DDR5,,5600 MT/s,Dual-channel,No,"Gen 4, 16 Lanes",12,24,1,Radeon 890M,80 KB (per core),1 MB (per core),16 MB,,,2000 MHz,15-54 W,7500 MT/s,4 + 8,,,55 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,AMD Socket FP8,TSMC,4 nm,"25,000 million",178 mm²,"FP8, FP7, FP7r2",100°C,Mobile,Active,"Apr 2nd, 2024",unknown,3.5 GHz,up to 4.9 GHz,100 MHz,35.0x,No,28 W,Hawk Point,Ryzen Embedded,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",6,12,1,Radeon 760M,64 KB (per core),1 MB (per core),16 MB (shared),,,,15-30 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,AMD Socket FP8,TSMC,4 nm,"25,000 million",178 mm²,"FP8, FP7, FP7r2",100°C,Server/Workstation,Active,"Apr 2nd, 2024",unknown,4.3 GHz,up to 5 GHz,100 MHz,43.0x,No,45 W,Hawk Point,Ryzen Embedded,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",6,12,1,Radeon 760M,64 KB (per core),1 MB (per core),16 MB (shared),,,,35-54 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,AMD Socket FP8,TSMC,4 nm,"25,000 million",178 mm²,"FP8, FP7, FP7r2",100°C,Mobile,Active,"Apr 2nd, 2024",unknown,3.3 GHz,up to 5.1 GHz,100 MHz,33.0x,No,28 W,Hawk Point,Ryzen Embedded,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",8,16,1,Radeon 780M,64 KB (per core),1 MB (per core),16 MB (shared),,,,15-30 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,AMD Socket FP8,TSMC,4 nm,"25,000 million",178 mm²,"FP8, FP7, FP7r2",100°C,Server/Workstation,Active,"Apr 2nd, 2024",unknown,3.8 GHz,up to 5.1 GHz,100 MHz,38.0x,No,45 W,Hawk Point,Ryzen Embedded,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",8,16,1,Radeon 780M,64 KB (per core),1 MB (per core),16 MB (shared),,,,35-54 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Intel BGA 1264,Intel,10 nm,,,FC-BGA16F,105°C,Mobile,Active,"Apr 8th, 2024",SRNEP,2000 MHz,up to 3.2 GHz,100 MHz,20.0x,No,9 W,Amston Lake,Atom,"DDR4, DDR5",,4800 MT/s,Single-channel,No,"Gen 3, 9 Lanes",2,2,1,N/A,96 KB (per core),2 MB (shared),6 MB (shared),4800 MT/s,,,,,,,,,,,,,,$42,3200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,32 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Intel BGA 1264,Intel,10 nm,,,FC-BGA16F,105°C,Mobile,Active,"Apr 8th, 2024",SRNET,1000 MHz,up to 3.2 GHz,100 MHz,10.0x,No,6 W,Amston Lake,Atom,"DDR4, DDR5",,4800 MT/s,Single-channel,No,"Gen 3, 9 Lanes",2,2,1,UHD Graphics 16EU,96 KB (per core),2 MB (shared),6 MB (shared),4800 MT/s,,,,,,,,,,,,,,$42,3200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Intel BGA 1264,Intel,10 nm,,,FC-BGA16F,105°C,Mobile,Active,"Apr 8th, 2024",SRNEP,2000 MHz,up to 3.4 GHz,100 MHz,20.0x,No,9 W,Amston Lake,Atom,"DDR4, DDR5",,4800 MT/s,Single-channel,No,"Gen 3, 9 Lanes",2,2,1,UHD Graphics 16EU,96 KB (per core),2 MB (shared),6 MB (shared),4800 MT/s,,,,,,,,,,,,,,$42,3200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Intel BGA 1264,Intel,10 nm,,,FC-BGA16F,105°C,Mobile,Active,"Apr 8th, 2024",SRNEM,1700 MHz,up to 3.4 GHz,100 MHz,17.0x,No,12 W,Amston Lake,Atom,"DDR4, DDR5",,4800 MT/s,Single-channel,No,"Gen 3, 9 Lanes",4,4,1,N/A,96 KB (per core),2 MB (shared),6 MB (shared),4800 MT/s,,,,,,,,,,,,,,$57,3200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,32 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Intel BGA 1264,Intel,10 nm,,,FC-BGA16F,105°C,Mobile,Active,"Apr 8th, 2024",SRNEQ,1500 MHz,up to 3.4 GHz,100 MHz,15.0x,No,9 W,Amston Lake,Atom,"DDR4, DDR5",,4800 MT/s,Single-channel,No,"Gen 3, 9 Lanes",4,4,1,UHD Graphics 32EU,96 KB (per core),2 MB (shared),6 MB (shared),4800 MT/s,,,,,,,,,,,,,,$63,3200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Intel BGA 1264,Intel,10 nm,,,FC-BGA16F,105°C,Mobile,Active,"Apr 8th, 2024",SRNEN,2000 MHz,up to 3.6 GHz,100 MHz,20.0x,No,25 W,Amston Lake,Atom,"DDR4, DDR5",,4800 MT/s,Single-channel,No,"Gen 3, 9 Lanes",8,8,1,N/A,96 KB (per core),2 MB (per module),6 MB (shared),4800 MT/s,,,,,,,,,,,,,,$117,3200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,32 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Intel BGA 1264,Intel,10 nm,,,FC-BGA16F,105°C,Mobile,Active,"Apr 8th, 2024",SRNER,1300 MHz,up to 3.6 GHz,100 MHz,13.0x,No,12 W,Amston Lake,Atom,"DDR4, DDR5",,4800 MT/s,Single-channel,No,"Gen 3, 9 Lanes",8,8,1,UHD Graphics 32EU,96 KB (per core),2 MB (per module),6 MB (shared),4800 MT/s,,,,,,,,,,,,,,$127,3200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 8th, 2024",SRMYL,1200 MHz,up to 4.7 GHz,100 MHz,12.0x,No,15 W,Raptor Lake-U,Core 3,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",6,8,1,UHD Graphics 64EU,80 KB (per core),1.25 MB (per core),10 MB (shared),5200 MT/s,,900 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,$426,3200 MT/s,,,,,,,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 8th, 2024",SRM7P,1400 MHz,up to 5 GHz,100 MHz,14.0x,No,15 W,Raptor Lake-U,Core 5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",10,12,1,Iris Xe Graphics 80EU,80 KB (per core),1.25 MB (per core),12 MB (shared),6400 MT/s,,900 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,End-of-life,Unknown,unknown,1500 MHz,up to 5 GHz,100 MHz,14.0x,No,15 W,Raptor Lake-U,Core 5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",10,12,1,Iris Xe Graphics 80EU,80 KB (per core),1.25 MB (per core),12 MB (shared),6400 MT/s,,900 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 8th, 2024",SRMYP,1800 MHz,up to 5.4 GHz,100 MHz,18.0x,No,15 W,Raptor Lake-U,Core 7,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",10,12,1,Iris Xe Graphics 96EU,80 KB (per core),1.25 MB (per core),12 MB (shared),6400 MT/s,,1200 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,unknown,Unknown,unknown,1900 MHz,up to 5.4 GHz,100 MHz,16.0x,No,15 W,Raptor Lake-U,Core 7,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",10,12,1,Iris Xe Graphics 96EU,80 KB (per core),1.25 MB (per core),12 MB (shared),6400 MT/s,,1300 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPMQ,2.1 GHz,up to 4.5 GHz,100 MHz,21.0x,No,17 W,Lunar Lake,Ultra 5,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 130V,192 KB (per core),2.5 MB (per core),8 MB (shared),,,2.1 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,40 TOPS,37 W,LPDDR5x,16 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPMV,2.1 GHz,up to 4.5 GHz,100 MHz,21.0x,No,17 W,Lunar Lake,Ultra 5,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 130V,192 KB (per core),2.5 MB (per core),8 MB (shared),,,2.1 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,40 TOPS,37 W,LPDDR5x,32 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPN2,2.1 GHz,up to 4.7 GHz,100 MHz,21.0x,No,17 W,Lunar Lake,Ultra 5,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 130V,192 KB (per core),2.5 MB (per core),8 MB (shared),,,2.1 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,40 TOPS,37 W,LPDDR5x,16 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPN5,2.1 GHz,up to 4.7 GHz,100 MHz,21.0x,No,17 W,Lunar Lake,Ultra 5,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 130V,192 KB (per core),2.5 MB (per core),8 MB (shared),,,2.1 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,40 TOPS,37 W,LPDDR5x,32 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPMP,2.2 GHz,up to 4.8 GHz,100 MHz,22.0x,No,17 W,Lunar Lake,Ultra 7,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 140V,192 KB (per core),2.5 MB (per core),12 MB (shared),,,2.2 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,47 TOPS,37 W,LPDDR5x,16 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPMN,2.2 GHz,up to 4.8 GHz,100 MHz,22.0x,No,17 W,Lunar Lake,Ultra 7,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 140V,192 KB (per core),2.5 MB (per core),12 MB (shared),,,2.2 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,47 TOPS,37 W,LPDDR5x,32 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPMM,2.2 GHz,up to 5 GHz,100 MHz,22.0x,No,17 W,Lunar Lake,Ultra 7,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 140V,192 KB (per core),2.5 MB (per core),12 MB (shared),,,2.2 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,48 TOPS,37 W,LPDDR5x,16 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPML,2.2 GHz,up to 5 GHz,100 MHz,22.0x,No,17 W,Lunar Lake,Ultra 7,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 140V,192 KB (per core),2.5 MB (per core),12 MB (shared),,,2.2 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,48 TOPS,37 W,LPDDR5x,32 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPMS,3.3 GHz,up to 5.1 GHz,100 MHz,33.0x,No,30 W,Lunar Lake,Ultra 9,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 140V,192 KB (per core),2.5 MB (per core),12 MB (shared),,,3.3 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,48 TOPS,37 W,LPDDR5x,32 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Intel BGA 1964,Intel,10 nm,,257 mm²,FC-BGA16F,100°C,Mobile,Active,"Jan 8th, 2024",SRMXK,2.4 GHz,up to 4.8 GHz,100 MHz,24.0x,Yes,55 W,Raptor Lake-HX,Core i5,"DDR4, DDR5",,,Dual-channel,Yes,"Gen 5, 16 Lanes",10,16,1,UHD Graphics 710,80 KB (per core),2 MB (per core),20 MB (shared),,,1800 MHz,,,P-Cores: 6,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,,"Gen 4, 4 Lanes",,,45 W,55 W,157 W,5600 MT/s,,,,72°C,,28 seconds,"WM790, HM770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Intel BGA 1964,Intel,10 nm,,257 mm²,FC-BGA16F,100°C,Mobile,Active,"Jan 8th, 2024",SRMXJ,2.6 GHz,up to 4.9 GHz,100 MHz,26.0x,Yes,55 W,Raptor Lake-HX,Core i5,"DDR4, DDR5",,,Dual-channel,Yes,"Gen 5, 16 Lanes",14,20,1,UHD Graphics 770,80 KB (per core),2 MB (per core),24 MB (shared),,,1900 MHz,,,P-Cores: 6,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,,"Gen 4, 4 Lanes",,,45 W,55 W,157 W,5600 MT/s,,,,72°C,,28 seconds,"WM790, HM770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Intel BGA 1964,Intel,10 nm,,257 mm²,FC-BGA16F,100°C,Mobile,Active,"Jan 8th, 2024",SRMXH,2.2 GHz,up to 5.2 GHz,100 MHz,22.0x,Yes,55 W,Raptor Lake-HX,Core i7,"DDR4, DDR5",,,Dual-channel,Yes,"Gen 5, 16 Lanes",16,24,1,UHD Graphics 710,80 KB (per core),2 MB (per core),30 MB (shared),,,1600 MHz,,,P-Cores: 8,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,,"Gen 4, 4 Lanes",,,45 W,55 W,157 W,5600 MT/s,,,,72°C,4.9 GHz,28 seconds,"WM790, HM770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Intel BGA 1964,Intel,10 nm,,257 mm²,FC-BGA16F,100°C,Mobile,Active,"Jan 8th, 2024",SRMXG,2.1 GHz,up to 5.5 GHz,100 MHz,21.0x,Yes,55 W,Raptor Lake-HX,Core i7,"DDR4, DDR5",,,Dual-channel,Yes,"Gen 5, 16 Lanes",20,28,1,UHD Graphics 770,80 KB (per core),2 MB (per core),33 MB (shared),,,1500 MHz,,,P-Cores: 8,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,,"Gen 4, 4 Lanes",,,45 W,55 W,157 W,5600 MT/s,,,,72°C,5.4 GHz,28 seconds,"WM790, HM770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Intel BGA 1964,Intel,10 nm,,257 mm²,FC-BGA16F,100°C,Mobile,Active,"Jan 8th, 2024",SRMXF,2.2 GHz,up to 5.8 GHz,100 MHz,22.0x,Yes,55 W,Raptor Lake-HX,Core i9,"DDR4, DDR5",,,Dual-channel,Yes,"Gen 5, 16 Lanes",24,32,1,UHD Graphics 770,80 KB (per core),2 MB (per core),36 MB (shared),,,1600 MHz,,,P-Cores: 8,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,,"Gen 4, 4 Lanes",,,45 W,55 W,157 W,5600 MT/s,,,,72°C,5.7 GHz,28 seconds,"WM790, HM770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,AMD Socket FP6,TSMC,6 nm,,100 mm²,FP6,95°C,Mobile,Active,"Sep 20th, 2022",100-000000771,2.4 GHz,up to 3.7 GHz,100 MHz,24.0x,No,15 W,Mendocino,Athlon,DDR5,,,Dual-channel,No,"Gen 3, 4 Lanes",2,4,1,Radeon 610M,64 KB (per core),512 KB (per core),4 MB (shared),5500 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,AMD Socket FP6,TSMC,6 nm,,100 mm²,FP6,95°C,Mobile,Active,"Sep 20th, 2022",100-000000772,2.4 GHz,up to 3.5 GHz,100 MHz,24.0x,No,15 W,Mendocino,Athlon,DDR5,,,Dual-channel,No,"Gen 3, 4 Lanes",2,2,1,Radeon 610M,64 KB (per core),512 KB (per core),2 MB (shared),5500 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,AMD Socket FP6,TSMC,7 nm,"10,700 million",180 mm²,FC-BGA1140,95°C,Mobile,Active,"May 5th, 2022",100-000000xxx,3 GHz,N/A,100 MHz,30.0x,No,15 W,Cezanne-U,Ryzen 3,DDR4,4267 MT/s,3200 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",2,4,1,Radeon Vega 3,64 KB (per core),512 KB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,AMD Socket FP6,TSMC,7 nm,"10,700 million",180 mm²,FC-BGA1140,95°C,Mobile,Active,"May 5th, 2022",100-000000xxx,2.7 GHz,up to 4.1 GHz,100 MHz,27.0x,No,15 W,Cezanne-U,Ryzen 3,DDR4,4267 MT/s,3200 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",4,8,1,Radeon Vega 6,64 KB (per core),512 KB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
