,Unnamed: 0,Socket,Foundry,Process Size: ,Transistors,Die Size,Package,tJMax,Market,Production Status,Release Date,Part#,Frequency,Turbo Clock,Base Clock,Multiplier,Multiplier Unlocked,TDP,Codename,Generation,Memory Support,LPDDR4x Speed,Rated Speed,Memory Bus,ECC Memory,PCI-Express,# of Cores,# of Threads,SMP # CPUs: ,Integrated Graphics,Cache L1,Cache L2,Cache L3,LPDDR5 Speed,P-Core Base,E-Core Frequency,Configurable TDP,LPDDR5x Speed,Hybrid Cores,I/O Process Size,I/O Die Size,XDNA NPU,PPT,3D V-Cache,E-Core L1,E-Core L2,Chipset,Launch Price,DDR4 Speed,SoC Tile Process,I/O Tile Process,Graphics Tile Process,LP E-Core Boost,AI Boost NPU,Maximum Power,Secondary PCIe,LP E-Cores,Tertiary PCIe,Minimum Power,PL1,PL2,DDR5 Speed,PCH PCIe,Min. Assured Freq.,Max. Assured Freq.,tCaseMax,P-Core Boost 3.0,PL2 Tau Limit,Chipsets,Retail Availability,Bundled Cooler,E-Core L3,Maximum Memory,AI Boost NPU 4,Max Power,Packaged Memory,Memory Capacity,Cache L0-D,TDP-up Frequency,All-Core Turbo,Configurable TDP-up,Boost 3.0,TDP-down Frequency,Configurable TDP-down,LPDDR4 Speed,Base Die Process,Base Die Transistors,Base Die Size,All Core Turbo,Bus Speed,TDP-Down Freq.,LPDDR3 Speed,TDP-Down Frequency,MSRP,TDP Range,eDRAM Process Size,eDRAM Die Size,Cache L4,TDP-Up Freq.,TDP-down,Radeon Graphics Die Size,Dedicated Graphics,DDR3L Speed,DMI Bus Speed,Voltage,Core Pipeline,Announcement,Name
101,101,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRMLU,1200 MHz,up to 4.4 GHz,100 MHz,12.0x,No,15 W,Raptor Lake-U,Intel Processor,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",5,6,1,UHD Graphics 48EU,80 KB (per core),1.25 MB (per core),8 MB (shared),5200 MT/s,,900 MHz,,,P-Cores: 1,,,,,,96 KB (per core),4 MB (per module),,$193,3200 MT/s,,,,,,,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Processor U300
102,102,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 4th, 2023",SRMLU,1100 MHz,up to 4.3 GHz,100 MHz,11.0x,No,15 W,Raptor Lake-U,Intel Processor,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",5,6,1,UHD Graphics 48EU,80 KB (per core),1.25 MB (per core),8 MB (shared),6400 MT/s,,800 MHz,,,P-Cores: 1,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,28 W,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",800 MHz,2.5 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Processor U300E
103,103,AMD Socket AM5,TSMC,4 nm,"20,900 million",137 mm²,FC-LGA1718,95°C,Mobile,Active,"Jan 8th, 2024",100-000001491,3.5 GHz,up to 5 GHz,100 MHz,35.0x,No,65 W,Phoenix2,Ryzen 5,DDR5,,5200 MT/s,Dual-channel,Yes,"Gen 4, 14 Lanes",6,12,1,Radeon 740M,64 KB (per core),1 MB (per core),16 MB (shared),,4.1 GHz,3.2 GHz,45 W,,2 + 4,,,,61-88 W,,,,,$179,,,,,,,,,,,,,,,,,,,,,"X670E, X670, B650E, B650, A620","Jan 31st, 2024",Wraith Stealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5 8500G
104,104,AMD Socket FP7,TSMC,4 nm,"20,900 million",137 mm²,"FP7, FP7r2",100°C,Server/Workstation,Active,"Apr 16th, 2024",100-000001329,3.2 GHz,up to 4.9 GHz,100 MHz,32.0x,No,28 W,Hawk Point,Ryzen 5,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 14 Lanes",6,12,1,Radeon 740M,64 KB (per core),1 MB (per core),16 MB (shared),,,3 GHz,15-30 W,7500 MT/s,2 + 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5 PRO 8540U
105,105,AMD Socket FP7,TSMC,4 nm,"25,000 million",178 mm²,"FP7, FP7r2",100°C,Mobile,Active,"Apr 16th, 2024",100-000001354,3.5 GHz,up to 4.9 GHz,100 MHz,35.0x,No,28 W,Hawk Point,Ryzen 5,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",6,12,1,Radeon 760M,64 KB (per core),1 MB (per core),16 MB (shared),,,,20-30 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5 PRO 8640HS
106,106,AMD Socket FP7,TSMC,4 nm,"25,000 million",178 mm²,"FP7, FP7r2",100°C,Server/Workstation,Active,"Apr 16th, 2024",100-000001318,3.5 GHz,up to 4.9 GHz,100 MHz,35.0x,No,28 W,Hawk Point,Ryzen 5,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",6,12,1,Radeon 760M,64 KB (per core),1 MB (per core),16 MB (shared),,,,15-30 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5 PRO 8640U
107,107,AMD Socket FP7,TSMC,4 nm,"25,000 million",178 mm²,"FP7, FP7r2",100°C,Server/Workstation,Active,"Apr 16th, 2024",100-000001315,4.3 GHz,up to 5 GHz,100 MHz,43.0x,No,45 W,Hawk Point,Ryzen 5,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",6,12,1,Radeon 760M,64 KB (per core),1 MB (per core),16 MB (shared),,,,35-54 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5 PRO 8645HS
108,108,AMD Socket FP7,TSMC,4 nm,"25,000 million",178 mm²,"FP7, FP7r2",100°C,Server/Workstation,Active,"Apr 16th, 2024",100-000001353,3.3 GHz,up to 5.1 GHz,100 MHz,33.0x,No,28 W,Hawk Point,Ryzen 7,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",8,16,1,Radeon 780M,64 KB (per core),1 MB (per core),16 MB (shared),,,,20-30 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 7 PRO 8840HS
109,109,AMD Socket FP7,TSMC,4 nm,"25,000 million",178 mm²,"FP7, FP7r2",100°C,Server/Workstation,Active,"Apr 16th, 2024",100-000001317,3.3 GHz,up to 5.1 GHz,100 MHz,33.0x,No,28 W,Hawk Point,Ryzen 7,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",8,16,1,Radeon 780M,64 KB (per core),1 MB (per core),16 MB (shared),,,,15-30 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 7 PRO 8840U
110,110,AMD Socket FP7,TSMC,4 nm,"25,000 million",178 mm²,"FP7, FP7r2",100°C,Server/Workstation,Active,"Apr 16th, 2024",100-000001316,3.8 GHz,up to 5.1 GHz,100 MHz,38.0x,No,45 W,Hawk Point,Ryzen 7,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",8,16,1,Radeon 780M,64 KB (per core),1 MB (per core),16 MB (shared),,,,35-54 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 7 PRO 8845HS
111,111,AMD Socket FP7,TSMC,4 nm,"25,000 million",178 mm²,"FP7, FP7r2",100°C,Server/Workstation,Active,"Apr 16th, 2024",100-000001314,4 GHz,up to 5.2 GHz,100 MHz,40.0x,No,45 W,Hawk Point,Ryzen 9,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",8,16,1,Radeon 780M,64 KB (per core),1 MB (per core),16 MB (shared),,,,35-54 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 9 PRO 8945HS
112,112,AMD Socket FP8,TSMC,4 nm,,,FP8,100°C,Mobile,Active,Jul 2024,100-000001530,2000 MHz,up to 5 GHz,100 MHz,20.0x,No,28 W,Strix Point,Ryzen AI 9,DDR5,,5600 MT/s,Dual-channel,No,"Gen 4, 16 Lanes",10,20,1,Radeon 880M,80 KB (per core),1 MB (per core),16 MB,,,1400 MHz,15-54 W,7500 MT/s,4 + 6,,,50 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen AI 9 365
113,113,AMD Socket FP8,TSMC,4 nm,,,FP8,100°C,Mobile,Active,Jul 2024,100-000000994,2000 MHz,up to 5.1 GHz,100 MHz,20.0x,No,28 W,Strix Point,Ryzen AI 9,DDR5,,5600 MT/s,Dual-channel,No,"Gen 4, 16 Lanes",12,24,1,Radeon 890M,80 KB (per core),1 MB (per core),16 MB,,,1400 MHz,15-54 W,7500 MT/s,4 + 8,,,50 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen AI 9 HX 370
114,114,AMD Socket FP8,TSMC,4 nm,,,FP8,100°C,Mobile,Active,Jul 2024,100-000001682,2000 MHz,up to 5.1 GHz,100 MHz,20.0x,No,28 W,Strix Point,Ryzen AI 9,DDR5,,5600 MT/s,Dual-channel,No,"Gen 4, 16 Lanes",12,24,1,Radeon 890M,80 KB (per core),1 MB (per core),16 MB,,,2000 MHz,15-54 W,7500 MT/s,4 + 8,,,55 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen AI 9 HX 375
115,115,AMD Socket FP8,TSMC,4 nm,"25,000 million",178 mm²,"FP8, FP7, FP7r2",100°C,Mobile,Active,"Apr 2nd, 2024",unknown,3.5 GHz,up to 4.9 GHz,100 MHz,35.0x,No,28 W,Hawk Point,Ryzen Embedded,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",6,12,1,Radeon 760M,64 KB (per core),1 MB (per core),16 MB (shared),,,,15-30 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen Embedded 8640U
116,116,AMD Socket FP8,TSMC,4 nm,"25,000 million",178 mm²,"FP8, FP7, FP7r2",100°C,Server/Workstation,Active,"Apr 2nd, 2024",unknown,4.3 GHz,up to 5 GHz,100 MHz,43.0x,No,45 W,Hawk Point,Ryzen Embedded,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",6,12,1,Radeon 760M,64 KB (per core),1 MB (per core),16 MB (shared),,,,35-54 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen Embedded 8645HS
117,117,AMD Socket FP8,TSMC,4 nm,"25,000 million",178 mm²,"FP8, FP7, FP7r2",100°C,Mobile,Active,"Apr 2nd, 2024",unknown,3.3 GHz,up to 5.1 GHz,100 MHz,33.0x,No,28 W,Hawk Point,Ryzen Embedded,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",8,16,1,Radeon 780M,64 KB (per core),1 MB (per core),16 MB (shared),,,,15-30 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen Embedded 8840U
118,118,AMD Socket FP8,TSMC,4 nm,"25,000 million",178 mm²,"FP8, FP7, FP7r2",100°C,Server/Workstation,Active,"Apr 2nd, 2024",unknown,3.8 GHz,up to 5.1 GHz,100 MHz,38.0x,No,45 W,Hawk Point,Ryzen Embedded,DDR5,,5600 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",8,16,1,Radeon 780M,64 KB (per core),1 MB (per core),16 MB (shared),,,,35-54 W,7500 MT/s,,,,16 TOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen Embedded 8845HS
119,119,Intel BGA 1264,Intel,10 nm,,,FC-BGA16F,105°C,Mobile,Active,"Apr 8th, 2024",SRNEP,2000 MHz,up to 3.2 GHz,100 MHz,20.0x,No,9 W,Amston Lake,Atom,"DDR4, DDR5",,4800 MT/s,Single-channel,No,"Gen 3, 9 Lanes",2,2,1,,96 KB (per core),2 MB (shared),6 MB (shared),4800 MT/s,,,,,,,,,,,,,,$42,3200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,32 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atom x7203C
120,120,Intel BGA 1264,Intel,10 nm,,,FC-BGA16F,105°C,Mobile,Active,"Apr 8th, 2024",SRNET,1000 MHz,up to 3.2 GHz,100 MHz,10.0x,No,6 W,Amston Lake,Atom,"DDR4, DDR5",,4800 MT/s,Single-channel,No,"Gen 3, 9 Lanes",2,2,1,UHD Graphics 16EU,96 KB (per core),2 MB (shared),6 MB (shared),4800 MT/s,,,,,,,,,,,,,,$42,3200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atom x7211RE
121,121,Intel BGA 1264,Intel,10 nm,,,FC-BGA16F,105°C,Mobile,Active,"Apr 8th, 2024",SRNEP,2000 MHz,up to 3.4 GHz,100 MHz,20.0x,No,9 W,Amston Lake,Atom,"DDR4, DDR5",,4800 MT/s,Single-channel,No,"Gen 3, 9 Lanes",2,2,1,UHD Graphics 16EU,96 KB (per core),2 MB (shared),6 MB (shared),4800 MT/s,,,,,,,,,,,,,,$42,3200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atom x7213RE
122,122,Intel BGA 1264,Intel,10 nm,,,FC-BGA16F,105°C,Mobile,Active,"Apr 8th, 2024",SRNEM,1700 MHz,up to 3.4 GHz,100 MHz,17.0x,No,12 W,Amston Lake,Atom,"DDR4, DDR5",,4800 MT/s,Single-channel,No,"Gen 3, 9 Lanes",4,4,1,,96 KB (per core),2 MB (shared),6 MB (shared),4800 MT/s,,,,,,,,,,,,,,$57,3200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,32 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atom x7405C
123,123,Intel BGA 1264,Intel,10 nm,,,FC-BGA16F,105°C,Mobile,Active,"Apr 8th, 2024",SRNEQ,1500 MHz,up to 3.4 GHz,100 MHz,15.0x,No,9 W,Amston Lake,Atom,"DDR4, DDR5",,4800 MT/s,Single-channel,No,"Gen 3, 9 Lanes",4,4,1,UHD Graphics 32EU,96 KB (per core),2 MB (shared),6 MB (shared),4800 MT/s,,,,,,,,,,,,,,$63,3200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atom x7433RE
124,124,Intel BGA 1264,Intel,10 nm,,,FC-BGA16F,105°C,Mobile,Active,"Apr 8th, 2024",SRNEN,2000 MHz,up to 3.6 GHz,100 MHz,20.0x,No,25 W,Amston Lake,Atom,"DDR4, DDR5",,4800 MT/s,Single-channel,No,"Gen 3, 9 Lanes",8,8,1,,96 KB (per core),2 MB (per module),6 MB (shared),4800 MT/s,,,,,,,,,,,,,,$117,3200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,32 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atom x7809C
125,125,Intel BGA 1264,Intel,10 nm,,,FC-BGA16F,105°C,Mobile,Active,"Apr 8th, 2024",SRNER,1300 MHz,up to 3.6 GHz,100 MHz,13.0x,No,12 W,Amston Lake,Atom,"DDR4, DDR5",,4800 MT/s,Single-channel,No,"Gen 3, 9 Lanes",8,8,1,UHD Graphics 32EU,96 KB (per core),2 MB (per module),6 MB (shared),4800 MT/s,,,,,,,,,,,,,,$127,3200 MT/s,,,,,,,,,,,,,,,,,,,,,,,,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atom x7835RE
126,126,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 8th, 2024",SRMYL,1200 MHz,up to 4.7 GHz,100 MHz,12.0x,No,15 W,Raptor Lake-U,Core 3,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",6,8,1,UHD Graphics 64EU,80 KB (per core),1.25 MB (per core),10 MB (shared),5200 MT/s,,900 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,$426,3200 MT/s,,,,,,,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core 3 100U
127,127,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 8th, 2024",SRM7P,1400 MHz,up to 5 GHz,100 MHz,14.0x,No,15 W,Raptor Lake-U,Core 5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",10,12,1,Iris Xe Graphics 80EU,80 KB (per core),1.25 MB (per core),12 MB (shared),6400 MT/s,,900 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core 5 120U
128,128,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,End-of-life,Unknown,unknown,1500 MHz,up to 5 GHz,100 MHz,14.0x,No,15 W,Raptor Lake-U,Core 5,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",10,12,1,Iris Xe Graphics 80EU,80 KB (per core),1.25 MB (per core),12 MB (shared),6400 MT/s,,900 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core 5 220U
129,129,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,Active,"Jan 8th, 2024",SRMYP,1800 MHz,up to 5.4 GHz,100 MHz,18.0x,No,15 W,Raptor Lake-U,Core 7,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",10,12,1,Iris Xe Graphics 96EU,80 KB (per core),1.25 MB (per core),12 MB (shared),6400 MT/s,,1200 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core 7 150U
130,130,Intel BGA 1744,Intel,10 nm,,,FC-BGA16F,100°C,Mobile,unknown,Unknown,unknown,1900 MHz,up to 5.4 GHz,100 MHz,16.0x,No,15 W,Raptor Lake-U,Core 7,"DDR4, DDR5",4267 MT/s,,Dual-channel,No,"Gen 4, 8 Lanes",10,12,1,Iris Xe Graphics 96EU,80 KB (per core),1.25 MB (per core),12 MB (shared),6400 MT/s,,1300 MHz,,,P-Cores: 2,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,,,,,12 W,15 W,55 W,5200 MT/s,"Gen 3, 12 Lanes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core 7 250U
131,131,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPMQ,2.1 GHz,up to 4.5 GHz,100 MHz,21.0x,No,17 W,Lunar Lake,Ultra 5,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 130V,192 KB (per core),2.5 MB (per core),8 MB (shared),,,2.1 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,40 TOPS,37 W,LPDDR5x,16 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core Ultra 5 226V
132,132,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPMV,2.1 GHz,up to 4.5 GHz,100 MHz,21.0x,No,17 W,Lunar Lake,Ultra 5,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 130V,192 KB (per core),2.5 MB (per core),8 MB (shared),,,2.1 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,40 TOPS,37 W,LPDDR5x,32 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core Ultra 5 228V
133,133,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPN2,2.1 GHz,up to 4.7 GHz,100 MHz,21.0x,No,17 W,Lunar Lake,Ultra 5,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 130V,192 KB (per core),2.5 MB (per core),8 MB (shared),,,2.1 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,40 TOPS,37 W,LPDDR5x,16 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core Ultra 5 236V
134,134,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPN5,2.1 GHz,up to 4.7 GHz,100 MHz,21.0x,No,17 W,Lunar Lake,Ultra 5,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 130V,192 KB (per core),2.5 MB (per core),8 MB (shared),,,2.1 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,40 TOPS,37 W,LPDDR5x,32 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core Ultra 5 238V
135,135,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPMP,2.2 GHz,up to 4.8 GHz,100 MHz,22.0x,No,17 W,Lunar Lake,Ultra 7,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 140V,192 KB (per core),2.5 MB (per core),12 MB (shared),,,2.2 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,47 TOPS,37 W,LPDDR5x,16 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core Ultra 7 256V
136,136,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPMN,2.2 GHz,up to 4.8 GHz,100 MHz,22.0x,No,17 W,Lunar Lake,Ultra 7,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 140V,192 KB (per core),2.5 MB (per core),12 MB (shared),,,2.2 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,47 TOPS,37 W,LPDDR5x,32 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core Ultra 7 258V
137,137,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPMM,2.2 GHz,up to 5 GHz,100 MHz,22.0x,No,17 W,Lunar Lake,Ultra 7,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 140V,192 KB (per core),2.5 MB (per core),12 MB (shared),,,2.2 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,48 TOPS,37 W,LPDDR5x,16 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core Ultra 7 266V
138,138,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPML,2.2 GHz,up to 5 GHz,100 MHz,22.0x,No,17 W,Lunar Lake,Ultra 7,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 140V,192 KB (per core),2.5 MB (per core),12 MB (shared),,,2.2 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,48 TOPS,37 W,LPDDR5x,32 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core Ultra 7 268V
139,139,Intel BGA 2833,TSMC,3 nm,,,FC-BGA,100°C,Mobile,Active,"Sep 24th, 2024",SRPMS,3.3 GHz,up to 5.1 GHz,100 MHz,33.0x,No,30 W,Lunar Lake,Ultra 9,unknown,,,Dual-channel,No,"Gen 5, 4 Lanes",8,8,1,Arc 140V,192 KB (per core),2.5 MB (per core),12 MB (shared),,,3.3 GHz,,8533 MT/s,P-Cores: 4,,,,,,96 KB (per core),4 MB (per module),,,,TSMC N6,,,,,,"Gen 4, 4 Lanes",,,,,,,,,,,,,,,,,,48 TOPS,37 W,LPDDR5x,32 GB,48 KB (per core),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core Ultra 9 288V
140,140,Intel BGA 1964,Intel,10 nm,,257 mm²,FC-BGA16F,100°C,Mobile,Active,"Jan 8th, 2024",SRMXK,2.4 GHz,up to 4.8 GHz,100 MHz,24.0x,Yes,55 W,Raptor Lake-HX,Core i5,"DDR4, DDR5",,,Dual-channel,Yes,"Gen 5, 16 Lanes",10,16,1,UHD Graphics 710,80 KB (per core),2 MB (per core),20 MB (shared),,,1800 MHz,,,P-Cores: 6,,,,,,96 KB (per core),4 MB (per module),,,3200 MT/s,,,,,,,"Gen 4, 4 Lanes",,,45 W,55 W,157 W,5600 MT/s,,,,72°C,,28 seconds,"WM790, HM770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i5-14450HX
